country_name,country_code,year,suicide_data,homicide_data,intentional_death,gini_index
ukraine,ukr,2004,24.89,3487.0,3511.89,0.29
ukraine,ukr,2005,25.59,3030.0,3055.59,0.29
ukraine,ukr,2006,23.77,2958.0,2981.77,0.3
ukraine,ukr,2007,24.18,2646.0,2670.18,0.27
ukraine,ukr,2008,23.57,2466.0,2489.57,0.27
ukraine,ukr,2009,21.52,2240.0,2261.52,0.25
ukraine,ukr,2010,20.44,1988.0,2008.44,0.25
ukraine,ukr,2012,20.02,2336.0,2356.02,0.25
ukraine,ukr,2014,21.29,2845.0,2866.29,0.24
ukraine,ukr,2017,17.86,2751.0,2768.86,0.26
ukraine,ukr,2018,19.29,2002.0,2021.29,0.26
ukraine,ukr,2019,19.02,1820.0,1839.02,0.27
ukraine,ukr,2020,17.76,1698.0,1715.76,0.26
united arab emirates,are,2013,3.19,57.0,60.19,0.33
united kingdom,gbr,2000,7.73,911.0,918.73,0.39
united kingdom,gbr,2001,7.47,964.0,971.47,0.37
united kingdom,gbr,2002,7.49,1107.0,1114.49,0.35
united kingdom,gbr,2005,7.03,835.0,842.03,0.35
united kingdom,gbr,2006,6.97,862.0,868.97,0.36
united kingdom,gbr,2007,6.71,874.0,880.71,0.34
united kingdom,gbr,2008,7.23,760.0,767.23,0.35
united kingdom,gbr,2009,7.14,703.0,710.14,0.35
united kingdom,gbr,2010,6.98,756.0,762.98,0.34
united kingdom,gbr,2011,7.54,640.0,647.54,0.33
united kingdom,gbr,2012,7.47,627.0,634.47,0.33
united kingdom,gbr,2013,7.75,602.0,609.75,0.33
united kingdom,gbr,2014,7.56,584.0,591.56,0.33
united kingdom,gbr,2015,7.69,620.0,627.69,0.33
united kingdom,gbr,2016,7.47,773.0,780.47,0.33
united kingdom,gbr,2017,7.23,780.0,787.23,0.33
united kingdom,gbr,2018,8.37,728.0,736.37,0.34
united kingdom,gbr,2019,8.69,772.0,780.69,0.33
united kingdom,gbr,2020,8.14,637.0,645.14,0.33
united kingdom,gbr,2021,8.79,757.0,765.79,0.32
united states,usa,2000,9.99,15586.0,15595.99,0.4
united states,usa,2001,10.32,19033.0,19043.32,0.41
united states,usa,2002,10.55,16229.0,16239.55,0.4
united states,usa,2006,10.59,17309.0,17319.59,0.42
united states,usa,2007,10.88,17128.0,17138.88,0.41
united states,usa,2008,11.16,16465.0,16476.16,0.41
united states,usa,2009,11.3,15399.0,15410.3,0.41
united states,usa,2010,11.63,14722.0,14733.63,0.4
united states,usa,2011,11.87,14661.0,14672.87,0.41
united states,usa,2012,12.04,14856.0,14868.04,0.41
united states,usa,2013,12.03,14319.0,14331.03,0.41
united states,usa,2014,12.38,14164.0,14176.38,0.42
united states,usa,2015,12.71,15883.0,15895.71,0.41
united states,usa,2016,12.96,17413.0,17425.96,0.41
united states,usa,2017,13.54,17294.0,17307.54,0.41
united states,usa,2018,13.67,16374.0,16387.67,0.42
united states,usa,2019,13.37,16669.0,16682.37,0.42
united states,usa,2020,13.42,21570.0,21583.42,0.4
united states,usa,2021,14.07,23062.0,23076.07,0.4
uruguay,ury,2006,13.88,202.0,215.88,0.46
uruguay,ury,2007,15.87,194.0,209.87,0.46
uruguay,ury,2008,13.58,221.0,234.58,0.45
uruguay,ury,2009,13.46,226.0,239.46,0.46
uruguay,ury,2010,14.33,205.0,219.33,0.44
uruguay,ury,2011,15.07,199.0,214.07,0.42
uruguay,ury,2012,16.19,267.0,283.19,0.4
uruguay,ury,2013,14.24,260.0,274.24,0.4
uruguay,ury,2014,15.96,268.0,283.96,0.4
uruguay,ury,2015,16.76,293.0,309.76,0.4
uruguay,ury,2016,18.84,267.0,285.84,0.4
uruguay,ury,2017,18.71,283.0,301.71,0.39
uruguay,ury,2018,20.75,421.0,441.75,0.4
uruguay,ury,2019,21.05,394.0,415.05,0.4
uruguay,ury,2020,20.59,341.0,361.59,0.4
uruguay,ury,2021,22.02,306.0,328.02,0.41
uzbekistan,uzb,2021,9.01,479.0,488.01,0.33
vanuatu,vut,2019,18.4,2.0,20.4,0.32
venezuela,ven,2001,7.55,7960.0,7967.55,0.47
venezuela,ven,2002,7.13,9617.0,9624.13,0.49
venezuela,ven,2003,7.41,11342.0,11349.41,0.48
venezuela,ven,2004,6.83,9719.0,9725.83,0.47
venezuela,ven,2005,6.41,9964.0,9970.41,0.49
venezuela,ven,2006,6.31,12257.0,12263.31,0.45
vietnam,vnm,2002,6.92,1067.0,1073.92,0.37
vietnam,vnm,2004,6.92,1063.0,1069.92,0.37
vietnam,vnm,2006,6.98,1048.0,1054.98,0.36
vietnam,vnm,2008,7.29,1092.0,1099.29,0.36
vietnam,vnm,2010,7.52,1336.0,1343.52,0.39
zambia,zmb,2010,12.14,814.0,826.14,0.52
zambia,zmb,2015,10.96,853.0,863.96,0.56
zimbabwe,zwe,2019,23.76,790.0,813.76,0.5
